time,open,high,low,close,Plot,Plot.1,Plot.2,Plot.3,Volume,RelVolStDev,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Plot.4,CVO Histogram,CVO Line,Signal Line,Upper Dev,Lower Dev
2019-11-05 09:30:00-05:00,36.56,37.18,35.98,36.15,34.407906858347026,33.52140882312752,31.49328717553569,28.560554391205446,84848638,0.9889590072307748,-9318631233,-9318631233,-9403479871,-9403479871,-9626414687.94,104128756.65108776,104128756.65108776,57414860.39191729,,
2019-11-06 09:30:00-05:00,36.06,36.48,35.52,35.93,34.746149778714354,33.86549327696644,31.67437749490158,28.633882208208377,51675119,0.0,-9403479871,-9403479871,-9455154990,-9455154990,-9626178721.64,96087644.46604586,96087644.46604586,62939543.831078514,,
2019-11-07 09:30:00-05:00,36.52,36.99,36.03,36.28,35.0870053834445,34.210422808828376,31.862362086946412,28.70996298225605,54350178,0.0,-9455154990,-9455154990,-9509505168,-9509505168,-9628147687.8,95597737.11367178,95597737.11367178,67605000.01430613,,
2019-11-08 09:30:00-05:00,36.06,36.58,36.0,36.29,35.35433752045683,34.50750526471003,32.04308200176493,28.785386236163955,39396230,0.0,-9470108938,-9470108938,-9509505168,-9509505168,-9628439019.78,98493312.88242388,98493312.88242388,72017616.13832295,,
2019-11-11 09:30:00-05:00,35.96,36.6648,35.58,36.31,35.56670696035531,34.7650045126086,32.21724192006024,28.86025801490859,43572264,0.0,-9426536674,-9426536674,-9470108938,-9470108938,-9627051960.06,104272536.2162404,104272536.2162404,76625461.86373973,,
2019-11-12 09:30:00-05:00,36.43,37.13,36.4,36.71,35.82077208027636,35.04286101080737,32.400619800874104,28.938364900332388,58664523,0.0560043649032457,-9367872151,-9367872151,-9426536674,-9426536674,-9625253214.96,113955762.0741663,113955762.0741663,81958361.89380066,,
2019-11-13 09:30:00-05:00,36.65,37.96,36.5779,37.52,36.19837828465939,35.39673800926346,32.609574094715974,29.02375430430918,69178093,0.4808457427537252,-9298694058,-9298694058,-9367872151,-9367872151,-9621136712.4,127584342.8307972,127584342.8307972,88476359.17051445,,
2019-11-14 09:30:00-05:00,37.51,38.5,37.36,38.35,36.67651644362397,35.81863257936868,32.84387719289083,29.11655276894292,65936947,0.3437107174595014,-9232757111,-9232757111,-9298694058,-9298694058,-9614542829.3,143301638.57122707,143301638.57122707,96308541.94204482,,
2019-11-15 09:30:00-05:00,38.94,39.37,38.34,38.56,37.09506834504087,36.21025649660173,33.07718832787488,29.210517418008163,63020866,0.3387958167927947,-9232757111,-9232757111,-9295777977,-9295777977,-9608175903.88,159795362.63877964,159795362.63877964,105378087.75586408,,
2019-11-18 09:30:00-05:00,38.65,39.985,38.6,39.88,37.7139420461429,36.73450556851577,33.3548541104106,29.316681423799125,66332767,0.6077119474329491,-9229445210,-9229445210,-9295777977,-9295777977,-9599394059.86,176939765.9766693,176939765.9766693,115601184.64455056,,
2019-11-19 09:30:00-05:00,40.14,41.79,39.685,41.29,38.50862159144448,37.38529048729923,33.67873761610812,29.43581892206978,94600235,2.1977172251460964,-9134844975,-9134844975,-9229445210,-9229445210,-9589692306.46,197909783.7211032,197909783.7211032,127359555.94120093,,
2019-11-20 09:30:00-05:00,40.96,41.75,40.07,40.98,39.05781679334571,37.89882041768505,33.97674832565473,29.55068639548202,79968318,1.4590955775043344,-9054876657,-9054876657,-9134844975,-9134844975,-9577378553.04,198238001.30360937,198238001.30360937,137485048.1358307,,
2019-11-21 09:30:00-05:00,40.42,40.7095,38.64,39.52,39.160524172602216,38.1304175008729,34.203003496036175,29.649883545775733,88069355,2.1873738017656508,-9054876657,-9054876657,-9142946012,-9142946012,-9567898553.6,182900603.45682383,182900603.45682383,143972984.61025828,,
2019-11-22 09:30:00-05:00,39.36,39.89,38.19,39.15,39.1581854675795,38.27607214360535,34.40492172068776,29.744412067708318,56931883,0.2030352703737206,-9142946012,-9142946012,-9199877895,-9199877895,-9560512366.88,160885113.20239303,160885113.20239303,146389002.98056325,,
2019-11-25 09:30:00-05:00,39.5,40.17,39.495,39.79,39.29858869700628,38.49234755166172,34.62472083412908,29.844368166537087,45879404,0.0,-9153998491,-9153998491,-9199877895,-9199877895,-9553253562.88,148092968.83658648,148092968.83658648,146632426.67428085,,
2019-11-26 09:30:00-05:00,39.3,39.48,38.81,38.99,39.230013431004885,38.56344075856719,34.80289549396055,29.93536947831284,43764146,0.0,-9153998491,-9153998491,-9197762637,-9197762637,-9546167526.8,130309434.0761857,130309434.0761857,144300570.5888387,,
2019-11-27 09:30:00-05:00,39.46,39.76,39.07,39.41,39.27001044633713,38.68437779305759,34.99094057583971,30.029644408876887,33733792,0.0,-9197762637,-9197762637,-9231496429,-9231496429,-9538810620.38,119532393.61779784,119532393.61779784,140762259.5929757,,
