time,open,high,low,close,Plot,Plot.1,Plot.2,Plot.3,Volume,RelVolStDev,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Plot.4,CVO Histogram,CVO Line,Signal Line,Upper Dev,Lower Dev
1985-06-19 09:30:00-04:00,11.3125,11.875,11.1875,11.5,12.14232812681532,12.52089950435328,13.795384611884764,15.172118807791874,2164000,2.80273575720568,-741597168,-741597168,-743761168,-743761168,-736976040.0,-2147084.896049574,-2147084.896049574,-992491.386591036,,
1985-06-20 09:30:00-04:00,11.5,11.875,11.375,11.875,12.082921876411916,12.428628146588524,13.717001566501713,15.139311655475536,489200,0.0,-741107968,-741107968,-741597168,-741597168,-737067764.0,-2013453.154237121,-2013453.154237121,-1138343.067683334,,
1985-06-21 09:30:00-04:00,11.875,12.375,11.8125,12.3125,12.133939237209267,12.412038411361593,13.659674971950622,15.111184176316575,792800,0.0,-740315168,-740315168,-741107968,-741107968,-737131072.0,-1774185.192263931,-1774185.192263931,-1229177.6569091335,,
1985-06-24 09:30:00-04:00,12.3125,13.125,12.125,13.0,12.326397184496098,12.496032924024222,13.632749462891413,15.090177368592032,1325400,1.038817489636526,-738989768,-738989768,-740315168,-740315168,-737151452.0,-1395121.275873512,-1395121.275873512,-1252883.888189759,,
1985-06-25 09:30:00-04:00,13.0,13.5,12.8125,12.875,12.448308921274744,12.550171077735047,13.60182091338564,15.068135802735394,1555800,1.50613035278263,-738989768,-738989768,-740545568,-740545568,-737215084.0,-1303208.9859838486,-1303208.9859838486,-1260073.187874629,,
1985-06-26 09:30:00-04:00,12.875,13.0625,12.8125,12.875,12.543129160991466,12.596575209487185,13.572154753655616,15.046313555942008,518000,0.0,-740545568,-740545568,-741063568,-741063568,-737305156.0,-1211893.0439207703,-1211893.0439207703,-1253190.3101669347,,
1985-06-27 09:30:00-04:00,13.0,13.375,13.0,13.375,12.727989347437807,12.707778750989014,13.564107620853346,15.029683570310745,704000,0.0,-740359568,-740359568,-741063568,-741063568,-737391464.0,-1030399.083998993,-1030399.083998993,-1221362.992142943,,
1985-06-28 09:30:00-04:00,13.375,13.4375,13.0,13.0,12.788436159118294,12.74952464370487,13.541082820002188,15.00948771388974,788800,0.0,-740359568,-740359568,-741148368,-741148368,-737470664.0,-984833.6762967408,-984833.6762967408,-1187573.0898792,,
1985-07-01 09:30:00-04:00,13.0,13.5625,12.9375,13.5625,12.960450345980895,12.86566398031846,13.541956990614343,14.995089826189345,560600,0.0,-740587768,-740587768,-741148368,-741148368,-737557700.0,-859105.9400164336,-859105.9400164336,-1140649.211327376,,
1985-07-02 09:30:00-04:00,13.5625,13.75,13.3125,13.375,13.052572491318474,12.938426268844395,13.53514241956886,14.97896952941134,879000,0.0422952226198821,-740587768,-740587768,-741466768,-741466768,-737622504.0,-868276.1074946672,-868276.1074946672,-1101738.7679227034,,
1985-07-03 09:30:00-04:00,13.375,13.4375,12.875,13.0,13.040889715469923,12.94722251615234,13.513299871831356,14.95927829031272,618600,0.0,-741466768,-741466768,-742085368,-742085368,-737719244.0,-938449.4358632268,-938449.4358632268,-1078411.720485635,,
1985-07-05 09:30:00-04:00,13.125,13.3125,13.125,13.125,13.05958088980994,12.972619299559147,13.497450897470893,14.941026765035977,196200,0.0,-742085368,-742085368,-742281568,-742281568,-737812292.0,-943344.7299447656,-943344.7299447656,-1059116.436122654,,
1985-07-08 09:30:00-04:00,13.125,13.1875,12.75,12.8125,13.00467402540773,12.94974511390784,13.469493717982283,14.919847394239598,255600,0.0,-742281568,-742281568,-742537168,-742537168,-737921296.0,-961312.2160641402,-961312.2160641402,-1045144.4046857236,,
1985-07-09 09:30:00-04:00,12.75,12.75,12.375,12.4375,12.878635353094902,12.876567240492436,13.42737152541158,14.895147420167564,463600,0.0,-742537168,-742537168,-743000768,-743000768,-738022656.0,-1015472.818046242,-1015472.818046242,-1040905.6065943688,,
1985-07-10 09:30:00-04:00,12.5,13.3125,12.5,13.25,12.961160830184925,12.929914777564944,13.420131871313147,14.878777794096244,800200,0.0,-742200568,-742200568,-743000768,-743000768,-738090820.0,-928176.8231235594,-928176.8231235594,-1024801.4946699676,,
1985-07-11 09:30:00-04:00,13.25,13.5,13.0,13.4375,13.067013979032716,13.002426952198524,13.420840774524857,14.864436721518173,794400,0.0,-741406168,-741406168,-742200568,-742200568,-738157336.0,-743386.1838221997,-743386.1838221997,-984599.3074060008,,
1985-07-12 09:30:00-04:00,13.4375,13.875,13.1875,13.25,13.10767753924767,13.037794530455878,13.413867681687108,14.848372674537892,566800,0.0,-741406168,-741406168,-741972968,-741972968,-738211932.0,-672136.5159561485,-672136.5159561485,-939961.7657703076,,
1985-07-15 09:30:00-04:00,13.25,13.4375,13.0,13.0,13.083749197192631,13.032395311819323,13.3969751232509,14.82998090663204,957200,0.2173601770372296,-741972968,-741972968,-742930168,-742930168,-738298648.0,-733872.3767386079,-733872.3767386079,-910520.4244800648,,
1985-07-16 09:30:00-04:00,13.125,14.0,13.125,13.9375,13.27347159781649,13.16169598155942,13.419037363118209,14.821100499600876,1219200,0.7790193809571548,-741710968,-741710968,-742930168,-742930168,-738374416.0,-602601.321196124,-602601.321196124,-866531.9811537875,,
1985-07-17 09:30:00-04:00,14.3125,15.0,14.3125,14.5,13.546033464968382,13.352882269908074,13.463158287072568,14.817905469754102,2090200,2.5723718670478,-739620768,-739620768,-741710968,-741710968,-738399296.0,-223138.93200050291,-223138.93200050291,-774618.688417604,,
1985-07-18 09:30:00-04:00,14.5,14.6875,14.1875,14.5,13.75802602830874,13.516756231349778,13.505478356987972,14.814742231249086,1115600,0.4517451230868701,-739620768,-739620768,-740736368,-740736368,-738473836.0,49675.66504690051,49675.66504690051,-656862.3522083891,,
1985-07-19 09:30:00-04:00,14.5,14.875,14.375,14.875,14.006242466462352,13.710791055442666,13.561377199559892,14.815341811037651,1179600,0.575629844993123,-739556768,-739556768,-740736368,-740736368,-738531424.0,396468.2959885746,396468.2959885746,-506386.54532310856,,
1985-07-22 09:30:00-04:00,14.8125,14.8125,14.3125,14.3125,14.074299696137386,13.796749476093714,13.592035273047244,14.8103384099328,977200,0.12565132255445,-739556768,-739556768,-740533968,-740533968,-738633708.0,505346.5543111861,505346.5543111861,-361853.2453753522,,
1985-07-23 09:30:00-04:00,14.6875,15.375,14.6875,14.6875,14.210566430329076,13.923999550937468,13.636748119045317,14.809116137197153,2192000,2.5925141440326014,-740533968,-740533968,-742725968,-742725968,-738815308.0,859960.5439471602,859960.5439471602,-187308.41832927903,,
1985-07-24 09:30:00-04:00,14.6875,15.0,14.5625,14.75,14.330440556922616,14.041999615089258,13.68218697132918,14.808527916926533,817200,0.0,-741908768,-741908768,-742725968,-742725968,-738964592.0,1200633.858963564,1200633.858963564,10969.049855412828,,
1985-07-25 09:30:00-04:00,14.75,15.0,14.5625,14.875,14.451453766495368,14.160999670076508,13.730873217397376,14.809189330688458,750800,0.0,-741157968,-741157968,-741908768,-741908768,-739082612.0,1515848.65020822,1515848.65020822,225951.8499058138,,
1985-07-26 09:30:00-04:00,14.875,15.0625,14.75,14.9375,14.559464040607509,14.271928288637003,13.780123290156668,14.810466053766184,886000,0.0,-740271968,-740271968,-741157968,-741157968,-739192704.0,1824448.024821445,1824448.024821445,454308.4463223326,,
1985-07-29 09:30:00-04:00,14.9375,15.0,14.4375,14.5,14.546249809361395,14.30450996168886,13.809506013007416,14.807376839300847,544600,0.0,-740271968,-740271968,-740816568,-740816568,-739321768.0,1934278.9356626868,1934278.9356626868,665732.8019423832,,
1985-07-30 09:30:00-04:00,14.5,14.875,14.4375,14.5625,14.54986096283664,14.341365681447597,13.840240461456093,14.804940253835168,849600,0.0,-739966968,-739966968,-740816568,-740816568,-739443220.0,2084424.4496784508,2084424.4496784508,868403.0373332499,,
1985-07-31 09:30:00-04:00,14.5625,14.9375,14.5625,14.875,14.622114082206275,14.41759915552651,13.882475544661968,14.805637365737306,736600,0.0,-739230368,-739230368,-739966968,-739966968,-739567740.0,2245203.6121203303,2245203.6121203303,1065088.8337314045,,
1985-08-01 09:30:00-04:00,15.0,15.375,15.0,15.1875,14.747755397271549,14.527584990451292,13.935741848961475,14.809436993938926,916000,0.0,-738314368,-738314368,-739230368,-739230368,-739662032.0,2433811.027743489,2433811.027743489,1260620.5757331306,,
1985-08-02 09:30:00-04:00,15.1875,15.4375,15.125,15.25,14.859365308988982,14.630787134672538,13.989385038799783,14.81382070544202,591000,0.0,-737723368,-737723368,-738314368,-738314368,-739735804.0,2595607.967522621,2595607.967522621,1451333.0602744864,,
1985-08-05 09:30:00-04:00,15.0625,15.0625,14.6875,14.875,14.862839684769208,14.665674686862175,14.025532588236528,14.814429454641605,535200,0.0,-737723368,-737723368,-738258568,-738258568,-739812044.0,2587294.5316589177,2587294.5316589177,1613613.2704722623,,
1985-08-06 09:30:00-04:00,14.875,14.9375,14.4375,14.5,14.782208643709383,14.642006874453292,14.0448986050432,14.811300803351635,907800,0.0,-738258568,-738258568,-739166368,-739166368,-739916324.0,2409941.7076813728,2409941.7076813728,1727374.4757878494,,
1985-08-07 09:30:00-04:00,14.5,14.75,14.4375,14.625,14.747273389551742,14.639577320959964,14.068576213000622,14.809447064014805,492000,0.0,-738674368,-738674368,-739166368,-739166368,-740005328.0,2300461.090572372,2300461.090572372,1809243.9921856383,,
1985-08-08 09:30:00-04:00,14.625,14.9375,14.5625,14.875,14.775657080762466,14.6732091322514,14.101491469612842,14.810099332034556,614600,0.0,-738059768,-738059768,-738674368,-738674368,-740066792.0,2257281.642301917,2257281.642301917,1873249.3707736784,,
1985-08-09 09:30:00-04:00,14.875,14.875,14.375,14.4375,14.70051106281525,14.639536399072629,14.115206103506196,14.806391875994413,693800,0.0,-738059768,-738059768,-738753568,-738753568,-740109532.0,2090044.019437924,2090044.019437924,1904220.0348685705,,
1985-08-12 09:30:00-04:00,14.375,14.375,13.625,13.875,14.517064159967417,14.530316913490823,14.105401772750842,14.797124295138747,1443800,1.1191380133632751,-738753568,-738753568,-740197368,-740197368,-740162096.0,1739982.1846969577,1739982.1846969577,1880757.4848440543,,
1985-08-13 09:30:00-04:00,13.875,14.125,13.8125,13.9375,14.3882721244191,14.445628782992134,14.098548639169175,14.788570819565228,454400,0.0,-739742968,-739742968,-740197368,-740197368,-740188620.0,1516981.2473104745,1516981.2473104745,1828789.4509106856,,
1985-08-14 09:30:00-04:00,14.0,14.375,14.0,14.375,14.38532276343708,14.4355389568504,14.109832368182678,14.78445568703224,540200,0.0,-739202768,-739202768,-739742968,-739742968,-740228168.0,1399593.0845662802,1399593.0845662802,1767475.6842900563,,
1985-08-15 09:30:00-04:00,14.375,14.375,13.9375,14.0,14.299695482673284,14.373319105871772,14.105349414379305,14.77665015780804,297800,0.0,-739202768,-739202768,-739500568,-739500568,-740249304.0,1249211.6950589567,1249211.6950589567,1693437.9715427563,,
1985-08-16 09:30:00-04:00,14.0,14.1875,13.9375,14.1875,14.274763153190332,14.346773519318662,14.10870249950668,14.770787967183082,229600,0.0,-739270968,-739270968,-739500568,-739500568,-740296660.0,1147794.3146990538,1147794.3146990538,1615488.8777079417,,
1985-08-19 09:30:00-04:00,14.1875,14.375,14.1875,14.3125,14.283149119148035,14.341877302273138,14.117020764832937,14.766227887907627,287200,0.0,-738983768,-738983768,-739270968,-739270968,-740354984.0,1090610.4232385308,1090610.4232385308,1540506.2413551686,,
1985-08-20 09:30:00-04:00,14.3125,14.5625,14.125,14.5,14.331338203781804,14.36446625909126,14.13265257034996,14.763578854197103,795600,0.0,-738188168,-738188168,-738983768,-738983768,-740415260.0,1132617.5621404052,1132617.5621404052,1482236.430038774,,
1985-08-21 09:30:00-04:00,14.5,14.5,14.3125,14.4375,14.354929714052515,14.374899650649652,14.145095322580572,14.7603342884837,496800,0.0,-738188168,-738188168,-738684968,-738684968,-740455368.0,1074202.053037882,1074202.053037882,1423945.8047529322,,
1985-08-22 09:30:00-04:00,14.375,14.375,13.875,14.0,14.276056444263068,14.321342557699705,14.13917306451606,14.752768773175406,462800,0.0,-738684968,-738684968,-739147768,-739147768,-740477504.0,950425.3889646232,950425.3889646232,1356300.031068888,,
1985-08-23 09:30:00-04:00,14.0,14.0,13.75,13.8125,14.173043901093497,14.248650763742605,14.125839470046015,14.743412864984606,355200,0.0,-739147768,-739147768,-739502968,-739502968,-740471616.0,797063.5984286964,797063.5984286964,1276409.1121202891,,
1985-08-26 09:30:00-04:00,13.75,13.75,13.375,13.375,13.995700811961608,14.123843511779372,14.095192961064546,14.7297968165768,642800,0.0,-739502968,-739502968,-740145768,-740145768,-740439256.0,588115.5930309892,588115.5930309892,1178081.4665361035,,
1985-08-27 09:30:00-04:00,13.4375,13.8125,13.4375,13.75,13.941100631525696,14.070437295810892,14.081103452449666,14.72004759452131,551600,0.0,-739594168,-739594168,-740145768,-740145768,-740374152.0,500925.779254213,500925.779254213,1081344.9397815478,,
1985-08-28 09:30:00-04:00,13.75,13.9375,13.625,13.9375,13.940300491186653,14.051446253552191,14.075242087043558,14.71226105129224,515400,0.0,-739078768,-739078768,-739594168,-739594168,-740280504.0,496835.4911442846,496835.4911442846,997843.5899762243,,
1985-08-29 09:30:00-04:00,13.875,13.875,13.6875,13.6875,13.884122604256286,13.999453931616165,14.059415879409126,14.7020644239162,405600,0.0,-739078768,-739078768,-739484368,-739484368,-740238248.0,430645.681548506,430645.681548506,916815.3173436932,,
1985-08-30 09:30:00-04:00,13.6875,13.75,13.25,13.25,13.74320646997711,13.892389084242426,14.0263784965761,14.68761602168818,295600,0.0,-739484368,-739484368,-739779968,-739779968,-740211688.0,336328.7317020148,336328.7317020148,833888.6622520249,,
1985-09-03 09:30:00-04:00,13.25,13.5,13.125,13.1875,13.61971614331553,13.791690643636365,13.992138557940342,14.672689494109193,777400,0.0,-739779968,-739779968,-740557368,-740557368,-740216532.0,160762.6311701089,160762.6311701089,737727.8006688941,,
1985-09-04 09:30:00-04:00,13.1875,13.25,12.9375,13.0625,13.495890333689855,13.687520551688312,13.954194127004,14.656667708098157,795600,0.0,-740557368,-740557368,-741352968,-741352968,-740263796.0,-71095.47286598384,-71095.47286598384,622181.6187353401,,
1985-09-05 09:30:00-04:00,13.0625,13.125,12.8125,13.0,13.385692481758776,13.589303330018554,13.915247427942614,14.640183452296183,571600,0.0,-741352968,-741352968,-741924568,-741924568,-740291376.0,-308657.8601063341,-308657.8601063341,489204.5503293866,,
1985-09-06 09:30:00-04:00,13.0625,13.5,13.0625,13.5,13.411094152479048,13.576545711444474,13.898298553332712,14.628838343318112,674400,0.0,-741250168,-741250168,-741924568,-741924568,-740295108.0,-381838.1771428287,-381838.1771428287,364769.874976213,,
1985-09-09 09:30:00-04:00,13.5,13.6875,13.3125,13.5625,13.444739896372592,13.57453918123812,13.884592489931377,14.618228011543804,577000,0.0,-740673168,-740673168,-741250168,-741250168,-740301380.0,-350100.2563172579,-350100.2563172579,262645.5705057171,,
1985-09-10 09:30:00-04:00,13.5625,13.5625,12.5,12.625,13.26257547495646,13.438890726775533,13.83318055156683,14.59839489700108,879400,0.0578806221819728,-740673168,-740673168,-741552568,-741552568,-740309464.0,-436063.3374240845,-436063.3374240845,162830.0122300312,,
1985-09-11 09:30:00-04:00,12.625,12.9375,12.625,12.6875,13.134780924966137,13.331549194379027,13.786418080074306,14.57938101742893,962000,0.2345923565660914,-740590568,-740590568,-741552568,-741552568,-740309520.0,-361712.72128902376,-361712.72128902376,87895.33601302335,,
1985-09-12 09:30:00-04:00,12.75,13.3125,12.75,12.875,13.077051830529216,13.26632788089631,13.74921734211209,14.562422002330134,889800,0.0867323918299871,-739700768,-739700768,-740590568,-740590568,-740274200.0,-184991.82662203908,-184991.82662203908,48911.455636585866,,
1985-09-13 09:30:00-04:00,12.875,13.125,12.5625,13.125,13.0877069793005,13.246138183625408,13.723739083250372,14.548119295839289,777600,0.0,-738923168,-738923168,-739700768,-739700768,-740210956.0,45808.64085204899,45808.64085204899,48468.19638165203,,
1985-09-16 09:30:00-04:00,13.1875,13.4375,13.1875,13.25,13.123772095011502,13.24668987167892,13.704402794138112,14.535202685930438,450000,0.0,-738473168,-738473168,-738923168,-738923168,-740134788.0,267166.37258419394,267166.37258419394,79710.79298201516,,
1985-09-17 09:30:00-04:00,13.1875,13.1875,12.8125,13.0,13.096267185008946,13.211448461439074,13.675651659683496,14.519927037314217,497200,0.0,-738473168,-738473168,-738970368,-738970368,-740063452.0,352995.7511304617,352995.7511304617,118751.5012889361,,
1985-09-18 09:30:00-04:00,13.0,13.75,13.0,13.5625,13.19987447722918,13.261598681233492,13.671033224594373,14.51040040012701,825600,0.0067875610271445,-738144768,-738144768,-738970368,-738970368,-739966332.0,514964.0844231695,514964.0844231695,175353.29887954087,,
1985-09-19 09:30:00-04:00,13.6875,14.0625,13.6875,13.8125,13.336013482289362,13.340298869628707,13.676807378692562,14.50345611753868,1410000,1.3129172446702082,-736734768,-736734768,-738144768,-738144768,-739857016.0,804235.34868218,804235.34868218,265193.59170848934,,
1985-09-20 09:30:00-04:00,13.8125,13.8125,13.375,13.5,13.372454930669504,13.363113316824606,13.669590750990825,14.493471479553222,670200,0.0,-736734768,-736734768,-737404968,-737404968,-739776992.0,904517.3466697186,904517.3466697186,356525.5567029507,,
1985-09-23 09:30:00-04:00,13.5,14.125,13.5,13.5,13.400798279409614,13.382668557278231,13.662668679521811,14.48358619119946,777400,0.0,-737404968,-737404968,-738182368,-738182368,-739701180.0,957150.7321827412,957150.7321827412,442329.1532000636,,
1985-09-24 09:30:00-04:00,13.5,13.625,13.0625,13.125,13.339509772874145,13.345858763381342,13.640723019133166,14.47006792064026,396000,0.0,-738182368,-738182368,-738578368,-738578368,-739614144.0,923029.8788650184,923029.8788650184,511000.68543791433,,
1985-09-25 09:30:00-04:00,13.125,13.1875,12.8125,13.125,13.291840934457667,13.31430751146972,13.619673099984873,14.45668416023588,406800,0.0,-738578368,-738578368,-738985168,-738985168,-739559628.0,880256.9547239095,880256.9547239095,563751.5810501993,,
1985-09-26 09:30:00-04:00,13.125,13.4375,12.9375,13.4375,13.324209615689297,13.331906438402616,13.612237463250796,14.446543024313131,533200,0.0,-738451968,-738451968,-738985168,-738985168,-739536252.0,902246.6658418328,902246.6658418328,612108.0217347183,,
1985-09-30 09:30:00-04:00,13.4375,13.5,12.875,13.125,13.279940812202788,13.302348375773672,13.592350219852804,14.433393342479173,436000,0.0,-738451968,-738451968,-738887968,-738887968,-739499284.0,842315.2158071995,842315.2158071995,644994.7637450728,,
1985-10-01 09:30:00-04:00,13.0,13.0,12.625,12.9375,13.2038428539355,13.250227179234576,13.565621639450647,14.418508831608731,686200,0.0,-738887968,-738887968,-739574168,-739574168,-739499632.0,692815.9033421576,692815.9033421576,651826.3551160849,,
1985-10-02 09:30:00-04:00,12.9375,12.9375,12.125,12.125,12.96409999750539,13.089480439343925,13.506820756207766,14.39568784820964,1074600,0.8863487148927346,-739574168,-739574168,-740648768,-740648768,-739501928.0,432003.9469862282,432003.9469862282,620423.1539546768,,
1985-10-03 09:30:00-04:00,12.125,12.5625,12.125,12.3125,12.819299998059748,12.978483233723365,13.458072970240105,14.374959610914022,554400,0.0,-740094368,-740094368,-740648768,-740648768,-739449296.0,311664.1001287699,311664.1001287699,576314.7176938329,,
1985-10-04 09:30:00-04:00,12.3125,12.3125,11.9375,12.125,12.665011109602029,12.856557057477168,13.40366182859765,14.352571953093982,655400,0.0,-740094368,-740094368,-740749768,-740749768,-739426116.0,134216.44881282747,134216.44881282747,513157.8221394036,,
1985-10-07 09:30:00-04:00,12.125,12.5,12.125,12.3125,12.586675307468242,12.778834620694717,13.35912461110387,14.332272729680112,377400,0.0,-740372368,-740372368,-740749768,-740749768,-739410404.0,55594.54487603903,55594.54487603903,447791.6396732087,,
1985-10-08 09:30:00-04:00,12.25,12.25,11.5625,11.625,12.37296968358641,12.614001103452614,13.288344014732283,14.305334692568866,1556800,2.2336077130680136,-740372368,-740372368,-741929168,-741929168,-739443548.0,-205548.10527879,-205548.10527879,354457.39039435174,,
1985-10-09 09:30:00-04:00,11.625,12.3125,11.625,11.625,12.206754198344983,12.472715231530811,13.220452422294231,14.278664695627883,759600,0.0856906971630578,-741929168,-741929168,-742688768,-742688768,-739480992.0,-386041.9365947396,-386041.9365947396,248671.772253053,,
1985-10-10 09:30:00-04:00,11.625,11.9375,11.375,11.9375,12.1469199320461,12.396255912740695,13.16808701730263,14.255369524527108,1214400,1.2733768227983884,-741474368,-741474368,-742688768,-742688768,-739511140.0,-346398.3438566327,-346398.3438566327,163661.75566595505,,
1985-10-11 09:30:00-04:00,11.9375,12.3125,11.8125,12.0625,12.128159947146964,12.348576496634882,13.1229610165964,14.233549927268133,751400,0.0429104418854536,-740722968,-740722968,-741474368,-741474368,-739540992.0,-212700.88749924305,-212700.88749924305,109895.66378521248,,
1985-10-14 09:30:00-04:00,12.125,12.6875,12.125,12.6875,12.252457736669864,12.396994139972756,13.10518709755165,14.21816634590228,745000,0.0210082682729186,-739977968,-739977968,-740722968,-740722968,-739574264.0,-16042.062044546008,-16042.062044546008,91904.56009524695,,
1985-10-15 09:30:00-04:00,12.6875,12.6875,12.1875,12.375,12.279689350743226,12.393852119976648,13.075383542549542,14.199826382261463,1018000,0.7276480523047184,-739977968,-739977968,-740995968,-740995968,-739639716.0,-10343.052893862128,-10343.052893862128,77297.75823965996,,
1985-10-16 09:30:00-04:00,12.375,12.625,12.1875,12.625,12.356425050578064,12.426873245694267,13.057000540812826,14.184156468010103,322400,0.0,-740673568,-740673568,-740995968,-740995968,-739688016.0,36230.85363478959,36230.85363478959,71431.05758182134,,
1985-10-17 09:30:00-04:00,12.5625,12.5625,12.25,12.375,12.360552817116272,12.41946278202366,13.029163784044956,14.166154911114482,1294600,1.4301676437815067,-740673568,-740673568,-741968168,-741968168,-739744052.0,-101568.01758000256,-101568.01758000256,46716.90398727507,,
1985-10-18 09:30:00-04:00,12.375,12.5,12.25,12.3125,12.349874413312657,12.404182384591708,12.999912201022711,14.147710583640706,698000,0.0,-741968168,-741968168,-742666168,-742666168,-739823888.0,-288606.2493969202,-288606.2493969202,-1186.4036390385372,,
1985-10-21 09:30:00-04:00,12.3125,12.375,12.0625,12.1875,12.313791210354289,12.373227758221464,12.966752519348317,14.128206000718908,1155600,1.03890409713584,-742666168,-742666168,-743821768,-743821768,-739939128.0,-566770.5294816792,-566770.5294816792,-81984.13590227292,,
1985-10-22 09:30:00-04:00,12.1875,12.5625,12.125,12.3125,12.31350427472,12.364552364189828,12.94004833488512,14.110139274343595,1019800,0.6593566385629965,-742801968,-742801968,-743821768,-743821768,-740020096.0,-618089.3026833981,-618089.3026833981,-158570.5882995765,,
1985-10-23 09:30:00-04:00,12.3125,12.3125,12.125,12.1875,12.285503324782225,12.339259169305564,12.90933207631838,14.0910085352954,404000,0.0,-742801968,-742801968,-743205968,-743205968,-740080268.0,-694939.1564081758,-694939.1564081758,-235194.66945794784,,
1985-10-24 09:30:00-04:00,12.4375,12.9375,12.4375,12.5,12.333169252608396,12.362222145119055,12.892624644631915,14.075177604595943,1537000,1.9954454333998957,-741668968,-741668968,-743205968,-743205968,-740118788.0,-533409.9791144133,-533409.9791144133,-277796.8565517286,,
1985-10-25 09:30:00-04:00,12.5,12.5,12.0625,12.0625,12.27302052980653,12.319404695816331,12.858742006075513,14.055150961764143,640600,0.0,-741668968,-741668968,-742309568,-742309568,-740180924.0,-492540.6622579396,-492540.6622579396,-308474.5430811873,,
1985-10-28 09:30:00-05:00,11.875,11.875,11.625,11.8125,12.170682634293968,12.246989739271145,12.81603825072549,14.032836026821215,916400,0.4915718819325822,-742309568,-742309568,-743225968,-743225968,-740255432.0,-574028.2026168406,-574028.2026168406,-346410.78015770926,,
1985-10-29 09:30:00-05:00,11.8125,12.125,11.8125,11.9375,12.11886427111753,12.202776919375266,12.780179546614246,14.011986912126478,600800,0.0,-742625168,-742625168,-743225968,-743225968,-740322516.0,-541156.1967571378,-541156.1967571378,-374231.5539576276,,
1985-10-30 09:30:00-05:00,11.9375,12.0625,11.625,11.75,12.036894433091412,12.138094502321657,12.73813140185448,13.989479579667508,840800,0.3081089496539884,-742625168,-742625168,-743465968,-743465968,-740412160.0,-617388.9967198223,-617388.9967198223,-408968.331495084,,
1985-10-31 09:30:00-05:00,11.75,11.8125,11.625,11.6875,11.959251225737765,12.07372385913285,12.695248487493076,13.96657431021808,357000,0.0,-743465968,-743465968,-743822968,-743822968,-740524856.0,-705697.2593859583,-705697.2593859583,-451358.17833663744,,
1985-11-01 09:30:00-05:00,11.6875,12.0625,11.6875,12.0625,11.98219539779604,12.0721204506853,12.669422018615808,13.947628297181083,434200,0.0,-743388768,-743388768,-743822968,-743822968,-740618932.0,-696864.7732027024,-696864.7732027024,-486430.5490317896,,
1985-11-04 09:30:00-05:00,11.875,11.875,11.4375,11.5,11.875040864952474,11.990388957730255,12.621690507651897,13.923273786761373,690600,0.0,-743388768,-743388768,-744079368,-744079368,-740717564.0,-767226.3532104492,-767226.3532104492,-526544.2353430267,,
1985-11-05 09:30:00-05:00,11.5,11.6875,11.375,11.625,11.819476228296368,11.938190535197364,12.581009262441617,13.9004053908732,809000,0.3596247695391654,-743270368,-743270368,-744079368,-744079368,-740792912.0,-695245.1198177338,-695245.1198177338,-550644.3616965563,,
1985-11-06 09:30:00-05:00,11.6875,12.375,11.6875,12.375,11.94292595534162,12.000591887312025,12.572600721117468,13.885227227779934,1831200,3.3894180504273805,-741439168,-741439168,-743270368,-743270368,-740818780.0,-389843.3362103999,-389843.3362103999,-527672.7866271054,,
1985-11-07 09:30:00-05:00,12.375,12.4375,12.1875,12.3125,12.02505352082126,12.045150189124591,12.561984365153489,13.869578200637845,834200,0.3505253572360104,-741439168,-741439168,-742273368,-742273368,-740872364.0,-275568.47232218087,-275568.47232218087,-491657.8845835448,,
1985-11-08 09:30:00-05:00,12.3125,12.375,12.125,12.25,12.075041627305424,12.07441444782108,12.54925030943294,13.85346299466135,397800,0.0,-742273368,-742273368,-742671168,-742671168,-740944212.0,-241437.3873037994,-241437.3873037994,-455912.0992578669,,
1985-11-11 09:30:00-05:00,12.25,12.4375,12.0625,12.375,12.141699043459774,12.117355240989497,12.542138051905065,13.838751920087605,570800,0.0,-742100368,-742100368,-742671168,-742671168,-740996532.0,-137473.23855739832,-137473.23855739832,-410420.8334435143,,
1985-11-12 09:30:00-05:00,12.375,12.75,12.375,12.5,12.221321478246493,12.172018777990996,12.54041813141914,13.825431005459867,1716800,2.8297411299804467,-740383568,-740383568,-742100368,-742100368,-741008604.0,164252.3865876943,164252.3865876943,-328324.6591533416,,
1985-11-13 09:30:00-05:00,12.5,12.625,12.375,12.5,12.28325003863616,12.218873238278,12.53876841176938,13.812242637246335,367600,0.0,-740383568,-740383568,-740751168,-740751168,-741012480.0,374275.5076683015,374275.5076683015,-227953.20675024972,,
1985-11-14 09:30:00-05:00,12.5,12.9375,12.5,12.9375,12.428638918939235,12.321534204238285,12.555043170472672,13.803538730408064,902600,0.5097796095307581,-739848568,-739848568,-740751168,-740751168,-740982392.0,633738.8153481632,633738.8153481632,-104854.34645047649,,
1985-11-15 09:30:00-05:00,12.9375,13.25,12.75,13.0,12.55560804806385,12.4184578893471,12.573204673718685,13.795543320155248,1467200,2.017869899346854,-738381368,-738381368,-739848568,-739848568,-740911528.0,997057.5416804254,997057.5416804254,52561.637568223785,,
1985-11-18 09:30:00-05:00,13.0,13.0625,12.8125,12.9375,12.640472926271883,12.492606762297514,12.588073870709758,13.787005575676092,787600,0.133013031027565,-738381368,-738381368,-739168968,-739168968,-740869904.0,1130384.7715783864,1130384.7715783864,206536.370998247,,
